user_id,rec
10614,12 9 1 3 4 2 35 7 13 8 
10615,4 36 3 1 2 6 101 8 10 32 
10616,2 7 1 20 6 8 56 127 83 25 
10617,55 76 3 2 4 7 1 20 6 9 
10619,2 6 19 27 11 42 8 9 33 3 
10620,1 2 4 3 85 7 6 36 51 154 
10621,94 99 51 1 7 15 6 32 72 81 
10622,705 3 39 41 31 4 40 1 2 6 
10624,
10625,2 17 4 80 1 6 14 28 3 50 
10626,3 4 89 2 33 20 39 48 60 31 
10627,40 58 55 76 3 2 4 7 1 6 
10628,99 94 2 3 4 9 313 8 242 376 
10629,2 4 1 15 6 8 35 56 31 88 
10630,4 2 1 6 3 20 9 19 44 22 
10631,1 2 4 6 17 11 8 9 3 7 
10632,2 31 55 1 39 33 141 6 146 171 
10633,5 3 2 82 732 71 40 7 9 31 
10634,7 3 101 2 1 6 34 8 303 4 
10635,4 2 1 6 14 84 24 22 66 3 
10636,4 2 3 8 6 7 9 94 14 19 
10637,4 6 2 20 1 14 8 22 24 33 
10638,133 2 1 4 635 6 171 314 13 9 
10639,9 1 4 11 17 35 5 27 104 6 
10640,22 9 11 33 20 35 48 8 50 45 
10641,2 6 1 7 8 14 3 24 20 22 
10642,4 1 2 3 48 6 7 8 80 14 
10643,6 19 33 14 8 22 24 48 65 3 
10644,6 3 2 1 54 4 14 9 68 15 
10646,11 50 2 1 4 5 9 19 6 145 
10647,2 1 8 14 3 9 20 85 101 108 
10649,1 2 3 4 6 31 15 19 8 33 
10650,6 4 7 2 1 3 14 8 19 11 
10653,4 6 8 14 9 3 20 7 22 15 
10654,2 1 3 117 4 7 8 35 14 9 
10657,17 11 50 28 42 7 6 2 47 4 
10658,1 2 6 7 3 8 15 20 298 9 
10659,4 8 1 2 6 44 32 7 176 339 
10660,116 3 4 344 2 31 40 175 1 7 
10661,6 1 2 4 512 1899 8 1019 14 20 
10662,467 313 3 2 15 40 36 39 4 41 
10664,1 4 7 2 6 3 9 14 131 44 
10665,129 139 2 261 3 329 347 764 7 1 
10666,82 17 89 375 22 28 1 1073 9 3 
10667,139 254 314 165 146 474 316 325 4 1 
10668,6 1 2 14 84 8 164 70 46 108 
10669,7 1 2 9 3 30 10 4 15 6 
10671,139 318 171 146 165 4 1 2 474 316 
10672,34 242 313 467 376 1 4 3 99 7 
10673,11 50 17 47 27 42 2 1 9 6 
10675,95 2 19 1 4 22 389 8 5 3 
10676,41 40 2 9 76 1 56 4 7 6 
10677,8 44 16 4 1 6 2 7 20 67 
10678,2 1 9 47 27 42 6 7 8 20 
10679,4 326 2 389 465 8 537 22 20 191 
10680,1 6 7 3 2 15 8 4 44 87 
10681,4 1 6 3 2 7 9 8 15 14 
10682,8 19 9 24 44 80 48 84 60 33 
10683,4 8 88 6 2 179 401 51 34 1 
10684,1 2 7 15 6 4 14 85 8 11 
10685,8 1 2 4 3 16 6 14 29 26 
10686,1 104 144 4 224 149 6 240 184 3 
10687,261 171 146 388 269 165 325 350 316 133 
10690,2 4 1 33 22 20 8 174 45 3 
10691,13 1 2 146 165 4 98 171 34 9 
10692,7 4 2 6 1 8 3 10 30 16 
10694,4 6 1 2 14 67 3 20 77 26 
10695,15 7 1 3 2 8 4 161 6 34 
10696,52 8 4 2 44 3 25 1 229 6 
10697,4 44 8 52 3 2 6 1 229 41 
10698,17 11 27 50 42 37 4 2 1 145 
10700,4 2 1 3 14 20 6 9 7 8 
10701,2 1 4 77 3 60 22 35 7 6 
10702,1 8 67 4 53 2 6 21 14 278 
10703,2 6 4 1 7 3 8 70 20 11 
10704,7 10 4 51 6 29 2 81 25 8 
10705,2 6 4 1 7 19 3 14 20 9 
10706,3 2 4 6 8 22 33 31 9 20 
10709,4 7 1 2 6 271 14 15 81 107 
10710,4 1 6 22 33 24 103 19 73 8 
10711,2 3 7 1 5 41 89 343 6 10 
10712,4 8 72 6 1 7 14 2 88 3 
10713,77 34 116 3 60 94 540 4 1 2 
10715,2 6 4 7 1 90 8 14 3 63 
10716,29 7 2 1 4 15 25 3 10 51 
10717,77 116 4 175 3 309 2 8 1 378 
10722,51 7 3 4 88 2 29 1 8 34 
10723,9 35 3 111 2 4 1 104 7 6 
10724,314 4 3 34 474 1 318 40 31 350 
10725,88 7 131 4 87 179 8 34 202 10 
10726,4 2 8 14 20 67 24 3 278 19 
10727,6 2 1 84 14 20 219 24 74 22 
10728,2 4 1 3 6 7 45 20 22 14 
10729,2 6 1 3 68 4 11 8 15 112 
10730,12 2 5 1 97 10 7 9 3 6 
10731,
10732,139 146 165 408 2 133 474 350 9 606 
10734,6 3 7 4 1 2 10 24 517 20 
10736,1 4 2 3 133 15 7 6 34 139 
10737,2 1 6 7 3 4 14 24 8 11 
10738,4 2 40 39 41 3 1 55 139 58 
10739,1 20 19 8 7 3 22 48 15 74 
10740,4 3 146 347 292 165 9 329 408 316 
10741,3 2 4 6 1 112 8 68 18 15 
10742,17 1 47 28 11 4 2 22 48 50 
10743,22 103 65 8 33 74 141 115 60 194 
10744,4 1 2 48 20 9 19 7 6 8 
10745,324 344 34 4 3 7 88 8 66 60 
10746,38 93 4 2 6 211 139 8 188 14 
10747,3 2 7 1 4 10 11 19 18 85 
10748,3 7 4 2 1 101 6 81 8 19 
10750,7 4 6 1 85 2 3 8 34 161 
10751,2 7 3 4 14 6 384 11 1 20 
10752,
10753,4 88 34 15 6 7 94 2 8 81 
10754,9 3 2 4 1 30 41 6 56 18 
10755,4 1 6 2 3 19 16 26 30 44 
10756,3 7 2 4 10 1 11 6 5 15 
10757,102 1 6 2 4 11 156 15 7 9 
10758,2 4 11 9 7 19 14 37 30 22 
10759,6 8 2 1 14 72 135 20 16 3 
10760,8 6 2 175 26 134 88 19 48 67 
10761,2 3 4 1 7 6 98 15 43 64 
10762,2 3 76 1 35 4 7 22 6 56 
10763,2 6 4 7 9 8 3 26 11 15 
10764,2 4 3 1 6 15 41 30 58 22 
10765,4 34 8 72 94 32 60 66 3 1 
10766,2 29 7 1 15 4 34 6 51 9 
10767,4 15 9 7 106 164 2 1 6 8 
10771,4 2 7 16 14 19 20 26 75 15 
10772,72 4 8 6 2 20 1 88 16 118 
10773,3 2 14 7 8 88 51 15 9 106 
10774,7 1 2 9 3 6 111 11 40 5 
10775,242 764 636 3 7 2 119 15 4 40 
10777,4 22 3 2 5 20 48 19 60 66 
10778,6 4 28 14 7 17 56 30 5 41 
10779,11 5 1 35 56 171 146 4 329 261 
10780,6 1 4 8 132 2 7 24 14 84 
10781,19 2 4 6 22 33 8 80 14 3 
10782,4 2 6 8 1 3 15 51 87 88 
10783,96 8 15 36 7 344 66 6 60 262 
10784,13 21 4 109 2 3 9 198 15 7 
10785,133 139 318 165 171 269 146 4 2 1 
10787,6 7 20 19 31 48 14 56 41 40 
10789,320 3 34 540 4 2 1 7 66 6 
10790,7 2 30 26 4 6 8 1 14 9 
10791,4 3 2 36 1 6 32 8 10 26 
10792,3 2 4 7 1 20 48 9 5 25 
10793,4 6 1 20 60 16 84 72 24 66 
10794,11 7 28 1 2 5 3 27 6 9 
10796,2 4 1 6 14 8 7 20 45 3 
10797,3 1 4 97 12 2 9 13 5 17 
10798,2 1 353 318 31 36 41 146 165 171 
10799,4 1 2 6 14 8 20 22 48 65 
10801,3 342 2 828 1051 4 1 592 5 35 
10802,4 2 1 33 3 20 19 48 6 9 
10803,8 4 2 6 3 16 1 25 14 7 
10804,4 7 2 6 51 179 3 14 26 1 
10806,7 2 1 4 6 51 3 15 88 9 
10807,125 10 7 3 425 6 130 34 32 51 
10808,4 19 2 95 1 22 20 33 48 6 
10809,2 3 1 15 4 85 41 8 25 6 
10810,4 2 6 3 7 14 42 19 17 28 
10811,31 9 39 41 5 55 2 3 58 1 
10812,6 4 1 2 7 15 8 9 3 62 
10814,45 2 22 1 48 19 80 26 8 33 
10815,4 1 3 32 8 6 25 7 756 2 
10816,1 4 2 103 20 3 48 170 65 6 
10817,4 8 2 20 16 7 60 19 22 77 
10818,2 7 51 124 1 6 4 26 9 15 
10820,31 313 376 55 3 76 58 7 2 636 
10821,324 344 4 7 3 66 20 8 10 60 
10822,71 9 89 3 343 983 2 282 10 126 
10823,4 2 8 3 7 1 6 14 9 44 
10824,4 138 3 8 344 94 20 2 1 279 
10825,35 9 104 56 144 168 1 224 258 4 
10826,4 60 2 6 8 14 3 859 36 269 
10827,2 4 1 3 8 14 48 83 129 174 
10828,6 1 8 33 10 7 19 9 22 20 
10829,17 47 50 2 37 27 1 14 4 6 
10831,1 4 60 66 8 6 20 48 3 22 
10832,4 8 1 6 20 72 2 22 74 135 
10834,139 133 165 171 318 388 316 329 314 325 
10836,2 6 20 8 3 80 11 14 26 157 
10837,44 8 229 4 2 3 6 1 19 14 
10838,36 3 1 4 7 101 291 6 2 411 
10840,66 116 77 2 134 8 33 265 9 48 
10841,2 27 28 48 19 3 9 50 7 6 
10842,7 36 2 4 6 41 9 38 8 14 
10843,20 2 134 1 6 3 265 99 72 22 
10844,1 4 2 6 9 3 35 8 7 14 
10845,7 3 1 2 4 8 15 78 11 48 
10846,4 1 80 33 20 22 3 14 8 157 
10847,5 2 27 3 1 4 7 42 47 343 
10848,41 2 4 3 39 58 14 7 55 9 
10849,2 1 3 4 6 35 14 56 11 41 
10850,2 1 7 4 15 3 6 85 206 14 
10851,39 77 55 58 2 4 1 20 175 7 
10852,4 1 6 8 20 14 44 45 22 80 
10853,4 6 1 2 7 105 34 51 88 26 
10854,34 627 3 2 15 41 40 31 6 1 
10855,1 2 7 144 11 17 4 104 168 50 
10857,4 1 2 8 278 14 135 20 44 177 
10858,77 116 148 3 4 1 175 8 165 146 
10859,2 4 1 3 6 34 41 9 8 40 
10860,2 4 22 80 33 20 1 6 48 14 
10861,35 9 319 224 56 104 184 807 149 168 
10862,2 7 3 1 9 6 125 59 30 19 
10864,1 3 4 6 10 2 87 8 19 9 
10865,2 1 3 4 9 6 15 41 39 81 
10866,2 6 4 1 7 29 3 14 8 43 
10868,22 24 20 14 19 33 31 48 45 39 
10869,35 56 4 1 2 104 144 7 168 3 
10870,6 4 2 1 14 84 24 8 19 46 
10872,6 2 211 8 4 14 323 11 645 230 
10873,8 2 25 44 3 4 1 7 6 229 
10874,2 4 7 3 476 41 1 133 6 8 
10875,34 540 3 94 99 1198 147 907 585 8 
10876,4 2 1 19 7 6 33 20 8 22 
10878,35 9 56 2 104 168 144 4 1 373 
10879,239 511 11 2 1 4 28 3 375 5 
10880,1 6 4 2 7 15 155 36 87 8 
10881,77 175 4 3 1 20 6 8 428 736 
10882,40 2 3 1 6 9 28 27 47 5 
10883,1 2 6 20 65 80 8 24 157 45 
10884,4 14 3 9 17 8 11 22 20 33 
10885,767 3 1 6 2 56 58 9 10 20 
10886,2 3 31 4 40 39 6 58 7 20 
10887,171 269 4 2 316 165 261 1 36 8 
10888,4 7 14 8 22 9 19 20 44 31 
10889,47 11 42 50 2 4 37 5 9 19 
10890,6 1 2 4 11 3 7 14 28 8 
10891,1 6 14 80 73 84 9 170 45 3 
10892,2 9 17 1 3 27 4 42 47 7 
10893,3 4 8 1 7 2 6 16 10 5 
10894,146 4 171 314 139 254 3 165 1 134 
10895,4 1 8 2 6 3 9 33 36 20 
10896,2 1 6 4 7 15 388 3 9 56 
10897,196 2 4 32 5 7 3 690 18 11 
10898,1 2 6 9 3 22 24 8 35 33 
10899,4 15 8 1 3 6 101 9 202 34 
10901,15 7 2 3 1 6 4 8 34 179 
10902,2 1 4 6 7 154 36 21 8 9 
10903,3 56 1 7 4 5 104 168 42 288 
10904,9 168 104 4 2 149 11 240 3 373 
10906,55 76 6 22 319 168 11 184 15 19 
10907,4 1 2 6 44 7 14 20 19 3 
10908,4 1 2 133 171 6 254 146 14 139 
10910,4 1 2 3 17 7 6 9 28 97 
10911,2 4 1 35 9 104 11 56 3 168 
10913,1 2 94 148 139 7 175 134 9 31 
10914,8 7 51 2 3 1 15 99 94 88 
10915,4 2 8 1 60 14 135 3 7 20 
10916,6 2 8 1 20 14 3 45 26 44 
10917,3 7 4 1 5 9 19 8 25 848 
10918,42 9 1 2 145 4 19 104 6 22 
10919,4 2 1 6 77 3 66 35 269 53 
10920,96 66 4 3 2 7 20 15 1 10 
10921,17 42 28 11 47 6 49 1 9 2 
10922,2 58 4 261 3 133 165 9 292 76 
10924,4 2 1 14 6 7 35 11 1112 59 
10925,10 1209 7 3 2 4 1 15 9 81 
10926,31 39 2 58 55 3 11 1 9 22 
10927,3 7 4 1 6 8 33 20 30 5 
10930,2 4 6 14 56 20 11 22 8 3 
10931,34 94 4 8 2 3 7 6 1 33 
10932,2 4 3 1 33 48 9 6 49 5 
10933,95 4 2 1 6 19 7 3 8 20 
10934,7 2 4 3 95 1 6 36 45 31 
10935,2411 1017 1345 14168 1510 31 155 40 3 323 
10936,540 4 34 3 1041 147 2 585 6 94 
10937,2 6 4 1 8 3 14 30 20 68 
10938,4 22 33 20 1 3 48 73 6 141 
10941,2 6 17 27 22 3 14 42 9 47 
10942,2 1 6 7 66 20 15 19 26 22 
10944,28 11 17 27 47 2 1 9 5 6 
10945,4 7 3 66 10 60 8 15 88 25 
10946,2 3 20 6 8 9 7 22 301 33 
10947,4 11 1 47 17 27 9 20 3 7 
10948,2 8 7 88 15 34 22 81 49 35 
10949,2 4 9 13 64 98 29 21 1 5 
10951,133 165 3 4 4870 5023 4095 31 146 3879 
10952,4 1 48 20 6 33 45 8 14 11 
10954,2 35 1 4 6 11 39 7 31 41 
10955,139 2 388 292 146 13 171 35 4 254 
10957,4 2 6 20 1 15 8 81 7 302 
10958,99 94 2 7 3 4 8 1 15 6 
10959,1 7 6 9 3 8 19 139 347 261 
10960,2 3 20 1 33 6 22 19 14 8 
10961,2 1 4 3 22 35 48 19 6 5 
10962,4 6 1 3 9 19 60 22 8 74 
10963,2 139 1 77 3 66 347 60 329 171 
10965,39 55 22 3 20 9 58 35 48 33 
10966,2 9 41 5 40 11 31 6 7 39 
10967,2 1 6 22 8 20 19 14 95 48 
10968,1 4 2 6 7 87 8 15 14 88 
10969,3 2 4 1 81 51 107 36 85 6 
10972,4 1 8 7 3 2 16 6 26 14 
10974,15 8 4 25 6 7 32 3 591 1130 
10975,2 4 3 9 1 43 11 71 8 17 
10976,4 2 9 1 3 17 13 39 31 41 
10977,4 1 6 20 8 14 3 48 22 19 
10978,32 4 2 7 138 3 182 208 1 6 
10980,4 102 1 205 3 2 416 6 300 8 
10981,4 8 1 44 118 2 339 590 483 3 
10982,2 7 1 3 15 9 4 848 5 32 
10985,4 6 1 31 20 41 3 14 22 40 
10986,2 14 20 22 48 3 157 7 74 33 
10987,4 3 66 2 20 7 10 60 8 77 
10988,4 2 6 8 135 3 24 93 44 9 
10989,15 3 34 1 7 99 411 2 41 6 
10990,1 4 6 2 88 15 26 87 7 8 
10991,3 624 82 2 89 41 343 40 1425 39 
10992,7 4 6 1 3 9 11 24 10 17 
10993,6 1 7 2 14 17 4 47 50 19 
10994,2 3 19 5 17 1 750 4 7 27 
10995,342 592 2 31 41 7 40 1083 3 39 
10997,11 2 9 50 37 122 4 13 111 36 
11000,1 6 14 4 2 285 132 7 512 164 
11001,4 1 52 2 3 7 6 25 266 19 
11002,4 2 1 6 3 7 8 96 15 16 
11003,2 6 20 48 8 66 3 116 175 26 
11004,4 2 7 1422 3 15 9 1 39 41 
11005,324 344 4 2 10 7 66 3 6 8 
11006,77 4 3 32 39 2 20 8 1 40 
11007,1 2 6 44 3 19 7 20 14 25 
11008,1 4 6 38 7 2 8 188 3 203 
11009,4 1 6 95 3 22 19 20 33 8 
11010,17 2 42 4 5 1 136 9 3 19 
11011,4 6 1 59 14 22 44 33 19 35 
11012,2 184 149 224 1 4 373 7 139 3 
11018,6 2 7 1 4 15 3 14 16 81 
11020,7 68 3 2 18 30 112 90 1 6 
11021,34 94 8 2 1 3 4 39 139 83 
11022,77 148 134 20 1 309 2 8 3 83 
11023,3 4 2 9 1 32 10 7 60 6 
11024,8 4 3 44 1 159 6 14 120 7 
11025,28 42 50 2 1 6 5 145 4 9 
11027,39 58 3 55 2 4 1 7 22 5 
11028,4 464 3 32 8 72 7 1 88 77 
11029,3 4 7 1 2 34 6 8 161 32 
11030,55 3 20 9 76 8 24 33 66 48 
11031,6 3 7 1 2 8 4 114 32 9 
11032,4 3 2 8 7 1 6 21 26 243 
11034,7 2 1 3 51 4 6 88 35 26 
11035,1 4 2 6 7 34 39 31 41 15 
11036,1 4 8 2 6 34 3 14 20 7 
11037,2036 15 3 36 4 7 1 8 2 94 
11038,166 6047 3171 1660 868 658 5324 1 46 417 
11039,
11040,31 40 66 1 55 2 116 60 15 7 
11041,4 88 51 7 6 2 34 3 10 202 
11042,8 1 7 52 2 4 6 44 3 15 
11044,17 4 50 5 14 7 76 28 22 27 
11045,138 324 2 4 1 10 15 9 6 66 
11046,4 2 8 1 6 20 66 60 3 7 
11047,14 6 19 2 1 8 20 22 80 33 
11048,12 1 5 4 2 8 3 405 7 17 
11050,1 2 6 7 3 4 14 15 11 60 
11052,2 126 287 11 9 5 293 379 7 37 
11056,4 2 1 6 3 37 154 81 15 18 
11057,11 28 27 47 42 2 37 1 145 5 
11058,4 1 7 8 88 51 14 101 26 87 
11059,2 7 1 4 9 6 3 15 26 8 
11061,1 4 9 35 20 39 45 22 304 41 
11062,4 1 6 2 88 87 7 15 8 34 
11063,1 2 6 4 7 14 84 8 759 19 
11064,7 8 4 1 2 9 6 29 3 10 
11066,41 3 40 94 99 1 2 55 66 60 
11067,2 1 3 8 6 15 20 33 9 22 
11068,
11070,139 146 254 314 269 165 4 1 474 316 
11072,4 2 1 3 22 1051 20 9 82 5 
11073,1 7 3 203 2 15 4 6 18 603 
11075,4 77 6 20 116 8 146 22 141 48 
11076,7 3 2 15 1 18 9 6 160 10 
11077,2 1 14 19 3 20 44 26 16 7 
11078,116 77 4 2 148 139 314 3 318 170 
11079,2 1 4 27 8 28 9 19 44 22 
11080,874 8 6 4 75 26 1 20 44 2 
11081,4 1 6 8 2 14 7 44 20 11 
11082,1 3 4 7 6 9 14 8 22 20 
11083,
11085,11 17 47 37 50 2 4 1 27 7 
11086,1 49 6 2 24 141 25 9 90 4 
11087,146 254 139 171 318 314 165 1 269 316 
11088,2 8 7 66 44 20 14 60 32 22 
11089,1 2 3 6 20 8 22 24 14 48 
11090,7 303 1462 8 6 256 3 337 15 21 
11091,2 19 17 5 3 11 7 20 6 239 
11092,88 72 6 2 7 3 44 93 38 105 
11093,47 42 9 2 37 4 71 56 145 3 
11095,990 1897 1434 604 2570 2149 1 635 2879 3 
11096,47 27 42 37 2 1 145 6 136 4 
11097,6 4 1 2 14 8 285 20 1019 7 
11098,13 98 2 4 21 1 198 7 3 8 
11099,6 66 2 20 60 77 14 116 24 134 
11101,4 3 2 1 8 7 32 20 815 34 
11102,4 1 2 22 20 8 3 14 19 6 
11103,4 8 72 34 88 3 44 14 20 66 
11104,1 4 2 35 14 37 3 17 8 50 
11105,11 47 28 2 9 1 145 22 5 4 
11106,28 42 2 4 9 145 7 19 14 136 
11108,4 6 2 8 1 179 3 25 14 22 
11109,314 165 269 1 2 329 261 347 316 554 
11110,88 2 7 15 3 1 4 6 131 10 
11112,164 2 8 6 4 1 14 19 20 225 
11113,2 144 4 168 104 1 149 3 224 288 
11114,88 4 51 6 15 1 7 81 179 3 
11115,31 40 3 2 7 4 1 9 6 15 
11116,2 1 4 8 7 3 177 15 36 67 
11117,1 66 74 19 80 170 265 73 45 141 
11118,85 1 3 4 2 7 8 36 10 11 
11119,4 1 6 33 19 31 44 39 22 9 
11120,1 4 3 80 14 7 20 8 33 9 
11122,51 87 4 7 34 15 6 2 365 99 
11123,10 1 131 4 6 8 15 18 7 2 
11124,144 149 373 558 4 240 2 310 807 372 
11127,41 4 2 20 55 1 6 58 80 8 
11129,28 11 35 47 42 2 9 168 1 6 
11130,1 4 31 6 39 41 40 58 8 55 
11131,4 6 70 3 2 105 207 1 7 15 
11132,4 2 1 88 7 3 8 14 15 107 
11135,6 2 7 1 4 3 14 29 16 106 
11137,821 2 4 6 7 3 1 22 20 9 
11138,2 103 20 19 6 33 95 73 14 141 
11139,2 3 9 1 7 31 41 39 40 261 
11140,4 88 6 1 51 8 7 26 2 81 
11141,104 56 9 35 144 2 1 224 11 149 
11142,4 2 1 14 8 24 9 35 11 3 
11143,40 3 2 4 9 1 8 20 6 22 
11145,540 3 2 40 53 4 34 1 41 7 
11146,76 1 9 22 7 6 14 19 8 33 
11148,430 573 3 4 7 764 119 636 20 40 
11149,4 2 7 1 121 6 10 81 15 107 
11150,1 20 80 6 8 22 48 157 3 7 
11151,58 2 4 7 1 9 20 14 8 34 
11152,1 4 2 6 56 7 8 44 19 22 
11153,2 9 4 6 7 15 81 1 87 14 
11154,4 2 1 8 3 6 7 34 9 179 
11156,138 171 4 261 292 1 146 3 165 353 
11157,4 1 2 14 7 106 15 3 8 108 
11158,4 1 8 6 265 74 170 60 66 83 
11159,2 7 4 3 1 22 9 8 66 35 
11160,4 1 9 35 6 220 20 56 22 326 
11161,4 66 77 2 8 1 116 3 20 175 
11162,4 7 1 2 16 3 26 138 88 96 
11163,182 344 3 10 4 7 119 2 34 66 
11164,2 186 7 433 3 582 4 385 15 1 
11165,4 3 6 8 15 9 44 34 88 22 
11166,139 146 133 350 325 347 563 2 316 388 
11167,16 2 1 4 8 3 25 14 7 44 
11168,1 2 4 6 20 48 14 24 103 8 
11171,3 9 1 31 7 41 8 39 11 6 
11172,2 9 41 3 1 11 4 7 56 55 
11173,11 28 17 47 27 42 145 2 6 1 
11175,2 4 6 164 1 14 20 70 8 24 
11176,3 2197 5163 353 292 5 261 139 415 2584 
11177,2 7 9 41 33 4 1 31 40 55 
11180,2 31 40 3 1 4 9 20 66 19 
11181,314 165 350 2 563 261 843 3 9 335 
11182,6 4 1 84 2 8 24 219 417 20 
11183,
11184,43 13 64 29 2 109 57 4 1 7 
11185,10 125 4 121 482 34 7 3 8 516 
11186,8 1 2 7 44 25 3 14 9 35 
11188,120 15 2 1 7 6 3 36 9 18 
11189,4 2 3 1 8 23 22 35 19 6 
11190,39 40 55 58 2 3 76 5 1 4 
11192,6 7 11 1 4 2 3 50 9 30 
11194,4 2 6 3 19 17 5 8 24 12 
11195,2 6 4 8 1 20 3 7 19 24 
11196,4 1 72 8 44 7 3 2 88 590 
11197,3 4 7 1 9 5 19 10 39 15 
11198,196 2 4 32 5 7 3 690 18 11 
11199,2 41 1 40 9 19 11 22 48 13 
11201,1 7 4 14 2 3 8 70 30 24 
11202,4 20 134 867 279 228 1 83 3 77 
11203,365 7 81 15 34 4 88 8 51 87 
11204,82 390 10 2 915 5 1029 7 3 19 
11205,4 2 1 6 8 20 14 74 238 278 
11206,4 6 1 2 9 14 7 8 35 3 
11207,7 6 2 1 10 4 51 121 8 32 
11208,6 38 3 2 7 211 84 14 90 101 
11209,210 600 771 19 17 578 682 2 1 11 
11211,22 6 20 48 8 24 3 33 73 31 
11212,15 1 36 138 96 7 2 4 101 3 
11213,3 4 7 33 48 1 41 22 58 6 
11214,9 56 2 5 4 144 3 1 104 7 
11215,2 133 4 1 165 350 261 254 77 9 
11216,40 41 39 55 2 3 20 1 22 6 
11217,1 2 8 14 19 24 7 20 3 84 
11218,5 27 11 71 2 42 28 47 9 1 
11219,7 2 10 3 15 8 5 16 1 6 
11220,133 4 139 254 2 1 171 165 314 474 
11221,1 2 50 19 5 80 8 3 45 20 
11222,4 6 72 2 7 1 334 14 8 44 
11224,4 6 1 2 8 106 72 44 7 118 
11225,27 42 28 11 71 2 23 50 9 47 
11226,4 2 8 6 7 3 15 38 11 14 
11227,7 2 3 10 9 4 15 45 8 25 
11229,4 1 2 6 84 8 24 65 22 20 
11231,94 99 262 7 2 4 15 3 51 9 
11232,346 34 94 99 15 3 4 2 6 1 
11233,2 7 6 15 4 3 1 131 36 14 
11234,4 15 8 81 6 2 1 7 51 69 
11235,2 1 4 14 8 20 3 19 22 170 
11236,8 20 1 2 60 74 19 44 6 134 
11238,2 6 1 8 9 20 19 3 14 7 
11239,2 7 3 4 1 21 25 41 15 31 
11240,3 2 1 7 4 15 10 29 21 8 
11241,2 7 4 6 3 89 5 19 11 10 
11242,1 51 88 2 7 4 8 6 34 87 
11244,181 1 4 2 8 6 3 243 7 9 
11245,4 2 19 22 1 3 48 8 20 6 
11246,261 139 9 408 325 171 1 316 146 41 
11247,4 2 1 6 7 22 39 20 31 8 
11249,41 40 39 2 4 3 1 103 48 141 
11250,40 39 55 58 2 3 4 76 1 20 
11251,4 14 6 1 7 3 9 41 259 11 
11252,60 31 175 2 1 58 34 83 134 76 
11253,41 3 2 7 4 9 1 20 23 5 
11254,4 51 29 10 88 1 207 7 34 2 
11255,4 94 2 51 6 1 179 7 14 3 
11257,4 31 1 2 39 58 11 3 55 76 
11258,4 20 1 6 14 80 3 8 95 103 
11260,2 6 155 7 29 1 14 4 11 15 
11261,4 3 1 15 2 36 8 66 101 60 
11262,139 261 347 2 171 9 388 292 329 994 
11263,1 2 14 19 44 3 7 80 20 67 
11264,9 2 4 35 3 1 10 6 7 56 
11265,236 5 936 828 754 2 526 3 1118 556 
11266,
11267,2 4 3 22 9 19 5 1 7 48 
11268,32 34 53 88 3 4 26 16 7 121 
11269,196 2 4 7 3 6 5 8 25 32 
11271,36 1 7 6 4 2 3 101 34 85 
11272,4 309 3 2 1 8 428 20 32 6 
11273,15 36 7 3 1 6 2 680 8 4 
11274,139 254 318 314 316 474 269 325 563 261 
11275,2 15 3 4 1 19 6 208 26 324 
11276,2 9 5 3 4 48 1 17 19 31 
11277,126 2 11 3 9 37 17 1 275 28 
11278,2 4 1 3 8 45 7 14 26 35 
11279,6 4 1 2 44 238 135 14 278 177 
11280,39 31 58 76 2 3 5 4 9 1 
11281,208 3 40 31 55 66 1 4 60 116 
11282,58 1 4 8 19 22 35 33 6 15 
11283,4 1 66 6 8 14 116 9 3 148 
11284,39 58 2 76 3 1 4 23 9 7 
11286,28 17 50 47 42 27 2 6 1 4 
11287,4 1 22 8 6 48 103 65 157 84 
11288,40 39 55 3 4 20 7 33 1 22 
11289,66 77 116 60 4 3 33 1 2 175 
11291,
11292,2 1 4 143 7 6 9 8 5 16 
11295,1 93 6 38 214 211 4 188 8 520 
11296,139 474 316 1 4 325 2 66 563 3 
11297,627 681 2 34 3 94 99 4 6 1 
11299,2 1 14 20 19 22 103 9 3 48 
11300,8 44 4 1 6 2 3 25 20 45 
11301,2 4 6 8 7 3 1 12 9 5 
11305,2 1 6 55 48 3 14 103 8 9 
11306,4 1 6 2 22 20 14 265 3 48 
11310,6 1 14 8 20 67 44 199 24 19 
11311,2 15 88 85 81 107 4 6 3 8 
11312,1 2 4 6 7 15 14 34 3 22 
11313,8 15 2 7 14 108 84 67 3 44 
11314,4 39 1 58 66 55 22 15 76 116 
11315,1 521 4 3 6 14 34 2 7 9 
11317,2 4 133 198 1 9 3 5 31 165 
11318,1 38 188 211 603 6 520 4 514 14 
11319,2 22 20 326 8 19 48 389 1 6 
11320,11 6 4 80 19 14 9 8 20 48 
11322,34 3 147 94 1041 40 53 99 689 2106 
11323,3 7 6 4 2 1 20 8 31 14 
11324,2 4 6 12 35 3 14 8 5 11 
11325,4 2 1 20 116 19 60 66 22 77 
11326,96 66 60 1 77 116 344 83 8 9 
11327,8 4 2 1 131 15 88 26 25 7 
11328,7 15 3 4 2 1 10 125 8 9 
11329,34 6 72 77 20 2 3 7 135 74 
11330,
11331,4 2 20 1 8 19 6 15 36 7 
11332,4 2 27 19 41 3 8 48 42 45 
11334,4 6 1 2 99 34 66 7 39 20 
11335,2 22 20 19 14 3 24 80 326 33 
11336,2 59 1 7 9 584 259 5 3 4 
11337,80 1 4 2 157 20 6 8 45 22 
